% # columns="iter, evals, sigma, 0, fitness, xbest" seed=209212, Mon Feb 28 17:08:31 2022, <python>{}</python>
1 35 0.5118736675876349 0 -0.012915378779189515 0.0010799766205225121 0.8700274779513378 0.21954283878902692 0.2546387342347204 0.860969270647732
2 70 0.808407969145045 0 -0.009892338841614778 0.12895628461547332 0.9452776166988123 0.3097203870757549 0.22284016573616727 0.5379369688483249
3 105 0.7422107293103573 0 -0.010716312369205613 0.25405635123243103 0.7260697761771072 0.3072670991272938 0.08800698852726196 0.9596879027177909
4 140 0.6898348244230216 0 -0.010512934506021039 0.18641715466097641 0.7078833901851098 0.34077409200620934 0.09250799924851949 0.8715246817715594
5 175 0.6622358879217625 0 -0.015828822619581445 0.03369546802779909 0.8923518312831413 0.17335480487945276 0.1181302067537483 0.7596211269162257
6 210 0.6961941017007104 0 -0.014730115581888456 0.1619062279174286 0.9089215406726185 0.25725411802308396 0.10938862555745354 0.9982100011559625
7 245 0.7127647050220552 0 -0.008151072719668763 0.10189520574037048 0.9452715151188402 0.08508596923625789 0.5403759620869921 0.93656157676217
8 280 0.7142296749958809 0 -0.01331527539851983 0.010532841638302273 0.6985328972580287 0.09026698629736529 0.21188874572038374 0.69051694282942
9 315 0.6520186184324669 0 -0.01107381347310068 0.8747366981420353 0.7069548541315613 0.035174816001073715 0.024377700291668834 0.994607110042472
10 350 0.5626094588368409 0 -0.011372170314512892 0.4402895013252308 0.7397186978737202 0.14203386711375598 0.09025020323922128 0.813174038437086
11 385 0.5234950162690493 0 -0.010712428359841035 0.2694787907351648 0.9485858311663318 0.2980141971878001 0.18047932801211042 0.6935354465368965
12 420 0.5319086422245075 0 -0.017158839482808528 0.11182248231131894 0.9904044585366694 0.09504644365810944 0.05421413408037745 0.9993422806306277
13 455 0.652314046434827 0 -0.017331110154030223 0.0006907596371196926 0.7979080228411848 0.09658717200132971 0.055042083033920525 0.711361741843281
14 490 0.5944839305502694 0 -0.014925627569429955 0.08235718207651471 0.9865791311660888 0.18247668464523203 0.020634651222938154 0.9374796883570414
15 525 0.5437298944371697 0 -0.01534677910001852 0.46008840415233687 0.9960425498369446 0.03714285534904332 0.14309319343232485 0.8327979434368298
