% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=220365, Mon Feb 28 19:09:55 2022, <python>{}</python>
1 40 0.39927342422892814 0 0 0.40557221853465075 0.40175122144720643 0.38383259878776294 0.39362805011818824 0.4007749205919459 0.40737781895802083 0.4071917874532947 0.4489681311355308
2 80 0.49446880239986685 0 0 0.48613190735607326 0.5465088339565344 0.4580604397203018 0.4683195423392824 0.5041391474473259 0.5534062859787937 0.49226898572729744 0.5791662477368311
3 120 0.6379463175214208 0 0 0.6424018028949294 0.6946362663958724 0.5619879864274644 0.627359626394948 0.656839985064336 0.7123652949434183 0.5679496685448874 0.8571994864979784
4 160 0.6485970516686627 0 0 0.6533392846245889 0.7217615446526118 0.5997504590782956 0.6207224316817397 0.688290603870499 0.7831466789812908 0.4933367014213214 0.7946258744540937
5 200 0.5782334901298826 0 0 0.5559746157101412 0.6512599859692794 0.5056028597470635 0.5389064336844565 0.5890011739090404 0.7087845801164363 0.38152155611000743 0.6466044375815178
6 240 0.5669515915244939 0 0 0.5451854328387423 0.6436839581483333 0.48978276550623473 0.5538550834577258 0.5637825001347307 0.692543848192701 0.3451217399989506 0.5693326241254592
7 280 0.5897212668011024 0 0 0.5349628133665414 0.6688543674946376 0.503918661259956 0.5379338993339511 0.6466923389845725 0.7709849104371147 0.3296901968107284 0.559464118411759
8 320 0.6001278579030466 0 0 0.5299059159465868 0.6990117339359402 0.5243081873940658 0.5221971513837911 0.6851291447787395 0.8087103238225851 0.3070152453642776 0.5000034811255515
9 360 0.6339219347416658 0 0 0.5439539970600971 0.8073063905648586 0.5520803176061746 0.5590282829254263 0.7078965185448186 0.8239195490250326 0.2949329133493831 0.4850815367962297
10 400 0.67838584898494 0 0 0.5710881846740639 0.9502547161487442 0.6287130950181165 0.6084105974802166 0.7444420978907982 0.8648236695377521 0.27688229300251016 0.46723025665103807
11 440 0.7732555452074148 0 0 0.6327844315943655 1.2154339213144196 0.7187379418329666 0.7074833514172101 0.897998127417153 1.1595087222213396 0.28705719911999916 0.4926473724665929
12 480 0.7544375839535896 0 0 0.5972220787182317 1.2610932813566693 0.7238832647855844 0.6777532352507595 0.9091163497525664 1.1347790894828984 0.2535584931986038 0.4363984611082706
13 520 0.7224897594581834 0 0 0.5347868130067047 1.2115206676958534 0.6755294692753766 0.6677096947038472 0.8669249534267193 1.0784405055473385 0.22235661855053276 0.3777876532456688
14 560 0.6297102458683198 0 0 0.4471382496580208 1.0168493945276802 0.5925633363422382 0.6014824210091931 0.7180801561302452 0.8580811983441896 0.18480639012691646 0.3047378606723988
15 600 0.5713161600519705 0 0 0.37893407807618384 0.9220515187447752 0.5212949147936263 0.5491943594066544 0.6508169231509 0.739833659924051 0.15440398021784657 0.25774774628913616
16 640 0.5550395079784481 0 0 0.3509010168921256 0.8488952813079829 0.48458892833085 0.5240803110943297 0.6155594365553124 0.6859534690937028 0.14030420185243778 0.23429454337829195
17 680 0.5779832759794896 0 0 0.36778839159757504 0.8382052892726699 0.5228806580768329 0.5785793762062786 0.6224636291403947 0.6657593692026571 0.13898474572806077 0.2324240688617791
18 720 0.49356221707695674 0 0 0.3042966469228359 0.666461943875251 0.45160461273322633 0.47345884516157055 0.49260103366179336 0.5445398962199399 0.11452637174990692 0.1851713877218415
19 760 0.4771505789558872 0 0 0.2833481478508665 0.6179840003575544 0.4207645552500175 0.4883655952094017 0.43617982345018524 0.48488853579572627 0.11180721453491091 0.18151940471103103
20 800 0.48204025719096805 0 0 0.2664561947278248 0.6114204234335855 0.45381159018890627 0.4878282407276514 0.40081063911506887 0.43947891960476815 0.11131569825216546 0.17572191094656564
21 840 0.4466856586740783 0 0 0.2448327393001836 0.546437964378822 0.45922611875497427 0.4678211172260597 0.36117254757173095 0.35928925696827885 0.09599041714614323 0.15441935022010458
22 880 0.4227223965587158 0 0 0.2284232535374694 0.490521188843462 0.4757434064766773 0.4274189372975805 0.3354199905055592 0.2992961660455409 0.0845229866391487 0.1490315650038717
23 920 0.4428361642915304 0 0 0.23842157582536885 0.5125510010291618 0.5102747923058951 0.42691285112430016 0.3398740389667605 0.28447270728667023 0.08523214061809763 0.14220986803401667
24 960 0.46242703067955704 0 0 0.2347142382304402 0.525885604844253 0.5458443844737713 0.4526384934040252 0.34355063574571815 0.26998455174899244 0.0857548905332195 0.14464953295970143
25 1000 0.4437845411955221 0 0 0.2149732058416654 0.484321744424092 0.5330583649236492 0.44290955938061316 0.32618279113010323 0.25253343308197934 0.07546117283166416 0.13616951295989072
26 1040 0.42545019588286964 0 0 0.20196329433811114 0.4479864796298651 0.539812524901538 0.4167727488808118 0.3129498900661566 0.23868383225733833 0.06762966171025246 0.12276872449355114
