% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principle axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=249291, Mon Feb 28 18:02:29 2022
1 35 -0.12169915585383548 -0.059437951619610394 0.03470179898508806 0.1466400777420745 0.888312665278809 0.9433137383172515 0.9833600472853995 1.040208751428956 1.1278424405299967
2 70 -0.1603906212121298 -0.05788675328825681 0.14455861926047653 0.19855438225213223 0.888312665278809 0.9433137383172515 0.9833600472853995 1.040208751428956 1.1278424405299967
3 105 -0.2644819159541462 0.0036797302778207954 0.15558560191368698 0.2024999757841368 0.888312665278809 0.9433137383172515 0.9833600472853995 1.040208751428956 1.1278424405299967
4 140 -0.2072013111873901 -0.17844866047900618 0.12912352003644512 0.21275974518112076 0.888312665278809 0.9433137383172515 0.9833600472853995 1.040208751428956 1.1278424405299967
5 175 -0.25852360851332307 -0.20715022074306402 0.06874013345851004 0.10928153074015429 0.888312665278809 0.9433137383172515 0.9833600472853995 1.040208751428956 1.1278424405299967
6 210 -0.2921677030419337 -0.15744846018111228 0.16840588407861934 0.22660923925202361 0.7336775891140218 0.8717686594520212 0.9937128008299647 1.0496097840310987 1.2698782502121695
7 245 -0.22695890134892563 -0.16525659867200165 0.12377659602936802 0.17389792460626285 0.7336775891140218 0.8717686594520212 0.9937128008299647 1.0496097840310987 1.2698782502121695
8 280 -0.28536380472824335 -0.17271794618632252 0.07097995316714416 0.2397429520642316 0.7336775891140218 0.8717686594520212 0.9937128008299647 1.0496097840310987 1.2698782502121695
9 315 -0.40151918099917216 -0.11395903560060236 0.15188567222133847 0.27969281616718117 0.7336775891140218 0.8717686594520212 0.9937128008299647 1.0496097840310987 1.2698782502121695
10 350 -0.41465322363315 -0.2794443784243271 0.2125186465426013 0.392025643005295 0.7336775891140218 0.8717686594520212 0.9937128008299647 1.0496097840310987 1.2698782502121695
11 385 -0.3954646180740157 -0.3106096363508354 0.24965783670696762 0.3359253927380797 0.6904720572032528 0.7693086137571261 0.8697490224921179 1.1082759663783133 1.3952324592134528
12 420 -0.4987695049610601 -0.3671904335004126 0.2534837032173653 0.47772613260782504 0.6904720572032528 0.7693086137571261 0.8697490224921179 1.1082759663783133 1.3952324592134528
13 455 -0.5568476466115793 -0.3740343452493181 0.34851536436254865 0.44033445359375945 0.6904720572032528 0.7693086137571261 0.8697490224921179 1.1082759663783133 1.3952324592134528
14 490 -0.6485536688829816 -0.49302715260673685 0.42199883624031814 0.4690108934304452 0.6904720572032528 0.7693086137571261 0.8697490224921179 1.1082759663783133 1.3952324592134528
15 525 -0.6586287955644716 -0.48742687422660125 0.40575803433722046 0.45819517622742933 0.6904720572032528 0.7693086137571261 0.8697490224921179 1.1082759663783133 1.3952324592134528
